Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,lat,long,State
Rainy,Highway,Afternoon,3,105,18,0,Moderate,Dry,Truck,62,41,Daylight,1,17.531891757050847,81.38722813640017,Andhra Pradesh
Rainy,City Road,Night,1,99,16,0,Moderate,Icy,Car,37,18,Daylight,1,19.656202934522085,81.45793664925345,Telangana
Foggy,Rural Road,Evening,1,54,9,0,Low,Dry,Truck,52,30,Daylight,0,17.20884798397477,81.83401408712157,Andhra Pradesh
Clear,Highway,Morning,3,93,8,0,Low,Wet,Bus,27,5,Artificial Light,1,17.955158644269886,82.08073648431593,Andhra Pradesh
Rainy,Highway,Night,1,46,12,0,Moderate,Wet,Bus,38,16,Artificial Light,1,16.360236964825912,78.27267615277155,Andhra Pradesh
Rainy,City Road,Evening,3,83,2,0,Moderate,Icy,Truck,43,19,Artificial Light,1,16.690113073665128,81.20164166718226,Andhra Pradesh
Foggy,City Road,Evening,3,58,10,0,Low,Dry,Truck,47,23,Artificial Light,0,16.912405431803556,83.56796171776051,Andhra Pradesh
Clear,Rural Road,Evening,3,41,1,0,Low,Dry,Bike,65,46,Daylight,0,16.4489736498423,79.34160586129954,Telangana
Foggy,Rural Road,Morning,2,114,16,0,Low,Dry,Bike,34,14,Artificial Light,0,15.729659770402112,78.38105955037096,Andhra Pradesh
Rainy,Rural Road,Morning,1,129,5,0,Moderate,Dry,Bike,62,38,Daylight,1,15.420797877694813,78.51086789502936,Andhra Pradesh
Rainy,City Road,Afternoon,2,59,1,0,Low,Dry,Car,55,34,Artificial Light,0,17.42937893689033,83.37257544285505,Andhra Pradesh
Rainy,Rural Road,Morning,2,92,11,0,Moderate,Icy,Truck,24,4,Daylight,0,18.319618174707394,81.11116353252686,Telangana
Clear,Highway,Night,3,58,18,0,Moderate,Wet,Bus,46,23,Daylight,1,17.825447849457152,77.75677001394406,Telangana
Foggy,Rural Road,Evening,2,110,9,0,Low,Wet,Bus,29,10,Artificial Light,0,17.10643909343718,82.94296665024227,Andhra Pradesh
Clear,Highway,Morning,3,71,8,0,Low,Dry,Bus,69,49,Artificial Light,0,19.040065606160944,78.59003832271556,Telangana
Rainy,Rural Road,Morning,3,45,2,0,Moderate,Wet,Bike,38,18,Artificial Light,1,17.342237808868163,81.93682974523,Andhra Pradesh
Clear,City Road,Afternoon,3,108,17,0,Moderate,Wet,Bus,35,11,Daylight,1,16.772742210058915,81.18840995380924,Andhra Pradesh
Clear,City Road,Morning,1,68,12,0,Low,Wet,Car,45,25,Artificial Light,0,16.02686278736972,78.13121448657081,Telangana
Foggy,City Road,Afternoon,3,41,19,0,Low,Wet,Bus,57,37,Daylight,0,15.837723680264057,80.1481144829891,Telangana
Clear,Highway,Afternoon,1,40,2,1,Moderate,Dry,Car,43,23,Daylight,1,17.0971391702895,81.77378014370647,Telangana
Clear,Rural Road,Morning,2,90,5,0,Low,Dry,Bus,35,15,Artificial Light,0,17.19165714061919,81.75244405524536,Andhra Pradesh
Rainy,City Road,Afternoon,2,77,18,0,Low,Wet,Bus,52,31,Artificial Light,0,18.178415906078918,80.61198061050514,Andhra Pradesh
Foggy,Highway,Night,2,45,7,1,High,Dry,Car,54,35,Daylight,1,19.654737322389888,81.39274945014002,Telangana
Clear,Rural Road,Morning,3,106,6,0,Moderate,Icy,Bike,23,2,Daylight,1,17.587191149822583,82.78822273034655,Andhra Pradesh
Clear,City Road,Evening,2,96,7,0,Low,Dry,Bus,66,46,Artificial Light,0,17.79444456679571,80.6566893604097,Andhra Pradesh
Clear,City Road,Morning,2,124,15,0,Low,Dry,Car,31,10,Artificial Light,0,17.414460839239087,82.42367805387113,Andhra Pradesh
Clear,Rural Road,Evening,3,62,17,1,High,Icy,Bus,44,21,Artificial Light,1,14.26165158476974,79.39209023254594,Andhra Pradesh
Clear,Highway,Evening,3,51,17,0,Low,Icy,Truck,25,3,Daylight,0,17.288167297020063,81.60810852189594,Andhra Pradesh
Foggy,Highway,Night,3,116,8,0,Moderate,Wet,Bike,18,0,Daylight,1,17.440636618748137,77.90732884094116,Telangana
Rainy,Rural Road,Evening,2,83,9,0,Moderate,Dry,Bus,57,33,Artificial Light,1,18.103285179662734,82.04536903632614,Andhra Pradesh
Foggy,Highway,Afternoon,2,112,16,1,High,Wet,Truck,18,0,Artificial Light,1,18.197535170562627,82.97120340123311,Andhra Pradesh
Rainy,Highway,Afternoon,3,70,11,1,High,Dry,Bus,21,0,Artificial Light,1,17.01539129637836,83.59724361395739,Andhra Pradesh
Rainy,Rural Road,Evening,1,98,16,0,Low,Dry,Truck,68,43,Artificial Light,1,18.16578364693129,78.23939376752027,Telangana
Clear,Highway,Night,1,40,11,0,Low,Wet,Bus,22,2,Artificial Light,0,18.10626617787249,80.6545094673061,Andhra Pradesh
Clear,Rural Road,Morning,2,126,5,0,Low,Icy,Bike,32,8,Artificial Light,0,14.32587919928698,79.33095760841296,Andhra Pradesh
Rainy,Rural Road,Evening,2,127,4,0,Moderate,Wet,Bike,52,28,Artificial Light,1,17.4185787987639,79.5134160614511,Telangana
Rainy,City Road,Evening,3,55,9,0,Moderate,Wet,Bike,53,35,Artificial Light,1,19.410667367604766,79.14068259106931,Telangana
Foggy,City Road,Night,2,123,15,0,Moderate,Icy,Truck,25,5,Artificial Light,0,18.00372439006026,77.43170841332311,Telangana
Foggy,Highway,Evening,1,108,17,0,Low,Dry,Car,36,12,Daylight,0,15.809624642856559,78.35055940310812,Telangana
Clear,City Road,Night,1,98,7,0,High,Dry,Car,67,46,Daylight,1,14.303162233397842,77.76165250525047,Andhra Pradesh
Clear,Rural Road,Afternoon,1,54,16,0,Low,Dry,Bus,63,43,Daylight,0,17.484938492947204,80.24483408145866,Telangana
Foggy,City Road,Afternoon,2,77,8,1,Moderate,Icy,Bus,62,38,Daylight,1,14.446126685245938,77.6830527389557,Andhra Pradesh
Rainy,Highway,Evening,1,60,10,1,High,Icy,Car,50,26,Artificial Light,1,19.65562783917673,78.42513199804188,Telangana
Rainy,City Road,Night,3,37,11,0,Moderate,Wet,Truck,22,0,Artificial Light,1,19.298720640195768,81.25840981717525,Telangana
Clear,City Road,Night,1,114,13,0,Moderate,Icy,Car,45,20,Daylight,1,18.967342626226433,77.99351795126708,Telangana
Rainy,City Road,Afternoon,1,56,14,0,Low,Icy,Bike,29,9,Daylight,0,19.16938598294222,80.81547762843546,Telangana
Foggy,Rural Road,Evening,3,88,2,0,Moderate,Icy,Bike,61,36,Daylight,1,17.174404070337907,81.4187801149329,Andhra Pradesh
Foggy,Highway,Night,1,96,2,0,Moderate,Icy,Truck,53,32,Artificial Light,1,17.519514133801742,82.54841306428446,Andhra Pradesh
Clear,Rural Road,Morning,3,103,19,0,Moderate,Icy,Truck,62,41,Daylight,1,17.273289861114726,79.43418761810008,Telangana
Foggy,City Road,Night,1,90,7,0,Moderate,Icy,Bus,55,33,Artificial Light,1,17.290409275213992,80.2127284694073,Telangana
Clear,Highway,Morning,1,67,19,0,Low,Dry,Bus,35,16,Artificial Light,0,14.409800655117362,78.37724026277718,Andhra Pradesh
Rainy,Rural Road,Morning,2,80,10,0,Low,Icy,Truck,24,0,Artificial Light,0,17.749887540815664,83.05104678321008,Andhra Pradesh
Foggy,Highway,Evening,3,114,3,0,Moderate,Wet,Car,22,3,Daylight,1,14.697179815652412,79.68548577349048,Andhra Pradesh
Foggy,Highway,Morning,1,43,11,0,Low,Icy,Car,54,31,Daylight,0,16.059376954464767,80.03416515781358,Telangana
Foggy,Rural Road,Morning,2,113,8,1,High,Icy,Car,64,39,Daylight,1,16.034244149307654,81.40073868248115,Telangana
Rainy,City Road,Morning,3,121,3,0,Moderate,Wet,Bike,66,42,Daylight,1,17.838696701525592,83.41050874068658,Andhra Pradesh
Rainy,City Road,Afternoon,3,42,4,0,Moderate,Wet,Car,54,30,Daylight,1,16.577183123876267,83.57608401069498,Andhra Pradesh
Foggy,City Road,Morning,1,90,3,0,Low,Icy,Car,26,3,Artificial Light,0,17.091226232581622,77.80620086725769,Telangana
Foggy,Rural Road,Evening,2,118,15,0,Low,Wet,Bus,68,45,Artificial Light,0,17.720691072057054,80.0120385557713,Telangana
Clear,City Road,Afternoon,1,84,4,0,Low,Dry,Truck,39,14,Daylight,0,17.049791316514174,80.61479955996914,Andhra Pradesh
Foggy,Rural Road,Afternoon,2,55,6,0,Low,Wet,Bus,23,3,Daylight,0,18.290200058132488,83.9392834402275,Andhra Pradesh
Foggy,Highway,Evening,2,110,18,0,Low,Wet,Truck,61,41,Artificial Light,0,14.40409423446148,79.5834535969984,Andhra Pradesh
Foggy,City Road,Evening,3,32,19,0,Low,Wet,Truck,41,18,Artificial Light,0,16.807498624205834,83.72604334308082,Andhra Pradesh
Foggy,Highway,Night,1,34,10,0,Low,Icy,Truck,57,32,Artificial Light,0,15.829263181807878,79.13111561872712,Andhra Pradesh
Rainy,Rural Road,Evening,2,57,14,0,Low,Wet,Truck,36,16,Artificial Light,0,16.621393266495414,78.19173145102538,Telangana
Clear,City Road,Night,2,111,12,0,Moderate,Icy,Bike,41,21,Daylight,1,18.622001293551744,78.23269692551887,Telangana
Clear,Highway,Morning,1,101,6,0,Low,Wet,Truck,21,0,Daylight,0,18.064003651187882,83.24383381334245,Andhra Pradesh
Rainy,Rural Road,Afternoon,1,30,14,1,High,Wet,Truck,34,9,Artificial Light,1,17.658373267356023,80.92329270989366,Telangana
Foggy,Highway,Afternoon,1,118,19,0,Low,Wet,Bike,65,42,Daylight,0,15.63693937821065,78.02537946030937,Andhra Pradesh
Clear,Rural Road,Morning,1,119,5,0,Low,Dry,Bike,23,5,Artificial Light,0,17.129682310817472,80.90881437706884,Andhra Pradesh
Clear,Rural Road,Evening,3,39,11,0,Low,Dry,Bus,51,30,Artificial Light,0,16.919038448625063,82.09365062433011,Andhra Pradesh
Rainy,Highway,Night,2,73,2,0,Moderate,Dry,Bike,60,42,Artificial Light,1,14.261200791884896,79.156616225079,Andhra Pradesh
Rainy,City Road,Morning,1,61,2,0,Low,Wet,Bike,40,21,Daylight,0,18.617860318093822,77.65004473371778,Telangana
Rainy,Highway,Night,2,109,14,0,Moderate,Wet,Bus,68,48,Daylight,1,19.58254686011378,79.87181935013706,Telangana
Foggy,Rural Road,Evening,2,60,8,1,Moderate,Wet,Bike,46,26,Daylight,1,18.013077166990612,81.40077910440571,Andhra Pradesh
Clear,City Road,Evening,1,108,12,0,Low,Wet,Truck,54,34,Artificial Light,0,14.099278018930619,79.43063848650132,Andhra Pradesh
Foggy,City Road,Afternoon,3,88,19,0,Moderate,Icy,Truck,47,24,Daylight,1,17.637500472787405,80.19245669748233,Telangana
Clear,Highway,Evening,3,41,14,1,High,Icy,Bike,64,45,Daylight,1,17.854147425316896,83.20284096562646,Andhra Pradesh
Foggy,Highway,Evening,1,88,4,0,Low,Dry,Car,20,0,Daylight,0,17.735453848123587,82.0971407333784,Andhra Pradesh
Rainy,City Road,Morning,3,43,3,0,Moderate,Icy,Bike,49,29,Artificial Light,1,19.465774613957166,79.5399851484173,Telangana
Foggy,Highway,Morning,3,100,2,0,Moderate,Wet,Bike,42,20,Artificial Light,1,16.00338014567562,78.44416108910121,Andhra Pradesh
Rainy,City Road,Night,1,110,16,1,High,Wet,Bus,32,12,Artificial Light,1,17.31216426511954,83.39176081521327,Andhra Pradesh
Rainy,Highway,Morning,2,111,18,0,Moderate,Dry,Truck,18,0,Daylight,1,17.5488726917155,83.32133861786262,Andhra Pradesh
Foggy,City Road,Night,3,39,4,0,Low,Dry,Car,34,9,Artificial Light,0,17.249257648026354,80.21838529391269,Telangana
Clear,Rural Road,Evening,1,128,18,0,Low,Dry,Truck,29,11,Artificial Light,0,16.71855889073632,83.280344787825,Andhra Pradesh
Rainy,Rural Road,Morning,1,51,9,0,Low,Icy,Bike,48,26,Daylight,0,17.04276279015917,83.49288297699104,Andhra Pradesh
Rainy,City Road,Morning,1,81,2,0,Low,Wet,Car,31,9,Daylight,1,17.220524077022535,81.77331314271656,Telangana
Rainy,City Road,Night,1,128,5,1,High,Dry,Car,39,14,Daylight,1,14.670690051133892,77.59424991117474,Andhra Pradesh
Clear,City Road,Evening,3,125,4,0,Moderate,Dry,Car,44,25,Daylight,1,18.690759465242053,79.31963656244722,Telangana
Rainy,Rural Road,Evening,1,88,4,0,High,Dry,Bike,21,0,Artificial Light,1,17.915045637956087,80.60911218189172,Andhra Pradesh
Clear,City Road,Night,1,67,13,0,Low,Icy,Truck,56,38,Daylight,0,19.36780643101819,77.85166688683253,Telangana
Clear,Highway,Night,3,60,3,0,Moderate,Icy,Bike,62,40,Daylight,1,16.85134459593717,83.86093225472223,Andhra Pradesh
Rainy,Rural Road,Evening,1,52,4,0,Low,Wet,Car,21,0,Daylight,0,16.00342883865909,78.41456046718532,Andhra Pradesh
Rainy,City Road,Afternoon,1,72,10,0,Low,Dry,Bus,27,6,Artificial Light,0,16.96896801356634,82.18226809909343,Andhra Pradesh
Rainy,Highway,Night,1,60,7,0,Moderate,Wet,Bike,54,31,Daylight,1,17.76354968730551,81.39991476399543,Andhra Pradesh
Foggy,Highway,Evening,2,122,10,0,Low,Dry,Truck,66,46,Daylight,0,19.68948173170226,77.99786494157354,Telangana
Foggy,City Road,Evening,1,81,4,0,Low,Wet,Truck,45,26,Artificial Light,0,19.75917801654229,77.26982377578527,Telangana
Clear,Rural Road,Morning,3,41,3,0,Low,Wet,Bike,29,8,Artificial Light,0,17.166735676233124,82.07193194875587,Andhra Pradesh
Foggy,Rural Road,Morning,1,65,8,1,Moderate,Icy,Bike,35,12,Daylight,1,17.371178316025418,81.95196397605558,Andhra Pradesh
Foggy,City Road,Evening,2,108,5,0,Low,Dry,Car,65,41,Daylight,1,18.804166003194556,80.42361849290639,Telangana
Foggy,Rural Road,Morning,2,116,16,0,Low,Icy,Bike,55,33,Artificial Light,0,19.216412256346974,78.37480721182563,Telangana
Clear,City Road,Evening,2,110,4,0,Low,Wet,Truck,25,2,Artificial Light,0,15.462986963482134,78.35039696500718,Andhra Pradesh
Clear,Rural Road,Night,2,121,15,0,Moderate,Wet,Bus,46,22,Artificial Light,1,17.127564286611456,80.99645539165945,Andhra Pradesh
Clear,Rural Road,Night,1,112,8,1,High,Dry,Bike,64,46,Daylight,1,16.711027292802402,82.89074351316543,Andhra Pradesh
Rainy,Highway,Afternoon,2,105,15,1,High,Wet,Bike,62,41,Daylight,1,18.50898231174752,81.6678499464254,Telangana
Clear,Rural Road,Night,1,81,15,0,Moderate,Wet,Car,59,35,Artificial Light,1,14.130114596890328,79.53376390003659,Andhra Pradesh
Rainy,City Road,Night,1,63,14,0,Moderate,Dry,Bus,34,14,Artificial Light,1,15.108300801931748,78.84748501621422,Andhra Pradesh
Rainy,Rural Road,Night,1,127,19,0,Moderate,Wet,Truck,54,34,Artificial Light,1,15.330760909620416,79.58224020526501,Andhra Pradesh
Rainy,City Road,Evening,2,94,4,0,Moderate,Icy,Bus,63,40,Artificial Light,1,16.140458907021763,78.09794378293081,Telangana
Foggy,Highway,Morning,2,73,12,0,Low,Icy,Car,62,37,Artificial Light,0,17.66951361667461,83.3567974815198,Andhra Pradesh
Foggy,Highway,Afternoon,2,118,7,0,Low,Icy,Bike,36,16,Daylight,0,14.97212874118529,77.6090559631222,Andhra Pradesh
Clear,Highway,Afternoon,3,49,18,0,Low,Wet,Truck,46,25,Daylight,0,15.51095179770702,77.95664857539687,Andhra Pradesh
Foggy,City Road,Night,1,118,5,0,Moderate,Icy,Bike,42,19,Artificial Light,1,17.98462049106745,83.19644125474025,Andhra Pradesh
Foggy,Rural Road,Morning,3,122,15,1,High,Wet,Bus,23,0,Artificial Light,1,17.11042906025772,83.90809903713473,Andhra Pradesh
Clear,City Road,Morning,3,94,10,1,Low,Wet,Car,44,19,Artificial Light,1,15.020593798365747,78.1450654156707,Andhra Pradesh
Foggy,Highway,Night,2,76,1,1,High,Wet,Bike,59,35,Daylight,1,14.60545861398442,77.89493297463949,Andhra Pradesh
Foggy,Highway,Evening,1,71,14,0,Low,Wet,Truck,57,37,Daylight,0,17.079974785288282,82.70116800723265,Andhra Pradesh
Clear,Rural Road,Morning,1,107,6,0,Low,Wet,Bike,54,36,Artificial Light,0,17.809882209134642,81.49153784799196,Andhra Pradesh
Clear,Highway,Evening,2,46,11,0,Low,Icy,Truck,56,33,Artificial Light,0,15.800996031181503,77.79659947106863,Telangana
Clear,Rural Road,Night,3,37,7,0,Moderate,Dry,Truck,44,25,Artificial Light,1,19.627823049123883,81.27656680384219,Telangana
Rainy,Rural Road,Morning,1,67,8,1,High,Dry,Bike,65,42,Daylight,1,18.05674380909098,82.63000057610891,Andhra Pradesh
Clear,Rural Road,Afternoon,1,100,11,0,Low,Dry,Bus,38,19,Artificial Light,0,19.780709316944463,78.95594659981008,Telangana
Rainy,Highway,Morning,3,115,17,0,Moderate,Dry,Bike,28,10,Daylight,1,14.158839306059797,78.41136889767773,Andhra Pradesh
Clear,Rural Road,Evening,3,118,9,0,Low,Icy,Bus,19,0,Artificial Light,0,15.347452186125302,78.16212285767014,Andhra Pradesh
Clear,City Road,Morning,1,97,10,0,Low,Dry,Bike,69,44,Daylight,0,17.907056680363063,82.75699615200405,Andhra Pradesh
Rainy,Highway,Night,2,37,9,0,Moderate,Dry,Car,26,3,Daylight,1,18.40188270373167,80.57770984545748,Andhra Pradesh
Clear,City Road,Evening,3,58,8,0,Low,Icy,Car,46,24,Artificial Light,0,17.045267791690485,81.52902658560804,Telangana
Foggy,Highway,Evening,3,56,12,0,Low,Wet,Truck,35,14,Daylight,0,17.115835297109705,78.38558831911931,Telangana
Rainy,Highway,Morning,3,57,9,0,Low,Icy,Car,32,9,Daylight,0,17.990303680718114,81.07186822462653,Telangana
Foggy,Highway,Night,2,93,7,0,Moderate,Icy,Car,67,43,Artificial Light,1,18.386041419291473,83.28275508413408,Andhra Pradesh
Rainy,Rural Road,Night,3,72,5,1,High,Icy,Car,52,32,Artificial Light,1,17.924015922396325,81.84735552923145,Andhra Pradesh
Rainy,Rural Road,Afternoon,2,108,3,0,Moderate,Wet,Bike,36,14,Daylight,1,18.066580184877733,83.86974682793256,Andhra Pradesh
Clear,Rural Road,Evening,1,77,7,0,Low,Dry,Bus,53,33,Artificial Light,0,17.34126047375764,82.18329562829506,Andhra Pradesh
Clear,City Road,Night,3,44,15,0,Moderate,Dry,Car,19,0,Artificial Light,1,17.22637824743245,80.68294033646559,Andhra Pradesh
Clear,City Road,Afternoon,1,93,12,0,Low,Wet,Truck,19,0,Artificial Light,0,15.090536042800114,77.94802574608103,Andhra Pradesh
Foggy,City Road,Evening,1,80,2,1,Moderate,Icy,Truck,29,9,Daylight,1,16.00640187037907,78.61870074460445,Andhra Pradesh
Clear,Highway,Evening,2,50,3,0,Low,Icy,Car,69,49,Daylight,0,17.776185451592905,81.50853247522092,Andhra Pradesh
Clear,City Road,Morning,2,42,13,0,Low,Icy,Bus,18,0,Daylight,0,16.767632514327218,80.63341887392374,Telangana
Rainy,Highway,Night,3,111,14,0,High,Dry,Bus,20,0,Daylight,1,15.965333482855899,77.6454118138626,Telangana
Rainy,Highway,Morning,1,70,13,0,Low,Dry,Car,43,18,Daylight,0,15.827831513496719,77.9188329764345,Telangana
Rainy,City Road,Afternoon,1,104,2,0,Moderate,Icy,Bike,63,39,Daylight,1,18.491604735559836,81.51083489483932,Andhra Pradesh
Foggy,Highway,Evening,2,111,17,0,Low,Wet,Truck,53,30,Daylight,0,16.981992515991834,83.77643950039047,Andhra Pradesh
Foggy,Highway,Evening,1,63,9,0,Low,Wet,Truck,28,9,Daylight,0,17.229636192615715,83.55687010268227,Andhra Pradesh
Clear,Rural Road,Evening,1,97,14,0,Low,Wet,Bike,25,2,Daylight,0,17.419460109251034,78.77454027880117,Telangana
Clear,City Road,Afternoon,2,104,11,0,Low,Icy,Truck,54,31,Daylight,0,17.255593647818824,81.60839524605925,Andhra Pradesh
Foggy,Rural Road,Morning,2,44,3,0,Low,Icy,Car,30,5,Daylight,0,14.723956761676817,78.82755941677189,Andhra Pradesh
Foggy,Rural Road,Morning,2,43,16,0,Low,Icy,Car,28,7,Daylight,0,16.07015787663109,78.09905903647362,Telangana
Clear,City Road,Night,3,103,2,0,Moderate,Dry,Truck,59,34,Artificial Light,1,18.37389850781739,81.82038195000493,Andhra Pradesh
Foggy,City Road,Afternoon,1,113,15,0,Low,Dry,Bus,30,8,Daylight,0,14.637718056053496,77.79217722473844,Andhra Pradesh
Clear,City Road,Morning,1,124,14,0,Low,Wet,Bike,64,40,Artificial Light,0,17.110826997085503,81.05181359378918,Andhra Pradesh
Rainy,Highway,Morning,2,93,14,1,High,Wet,Bus,59,40,Artificial Light,1,18.0215186167739,80.55543324830705,Andhra Pradesh
Foggy,Rural Road,Night,1,90,7,1,High,Icy,Truck,51,32,Artificial Light,1,17.25892276118693,82.27292499967992,Andhra Pradesh
Rainy,City Road,Afternoon,1,71,9,0,Low,Icy,Bike,36,17,Daylight,0,17.126735388914557,81.532881010645,Andhra Pradesh
Rainy,City Road,Night,2,68,6,0,Moderate,Icy,Truck,39,19,Daylight,1,16.178192470302893,77.94293775465461,Andhra Pradesh
Foggy,Highway,Morning,2,112,18,0,Low,Wet,Car,34,14,Daylight,0,18.29559161278405,81.72463412276589,Andhra Pradesh
Clear,Highway,Afternoon,3,100,8,0,Moderate,Icy,Truck,46,24,Daylight,1,18.060401301717537,78.88985277924402,Telangana
Clear,City Road,Morning,3,88,17,0,Moderate,Wet,Car,21,0,Daylight,1,17.678663289895457,82.33799298119371,Andhra Pradesh
Clear,City Road,Morning,3,60,17,0,Low,Wet,Bike,23,2,Daylight,0,17.403738089304557,83.28931626405476,Andhra Pradesh
Rainy,Rural Road,Night,1,104,2,0,Moderate,Icy,Bus,65,45,Daylight,1,16.69383465413399,82.41807524030197,Andhra Pradesh
Rainy,Rural Road,Morning,2,106,5,0,Moderate,Dry,Bike,31,11,Artificial Light,1,18.681227027087306,80.92570600716954,Telangana
Rainy,Highway,Afternoon,3,69,17,0,Low,Dry,Bike,44,24,Daylight,0,14.38164541135196,79.13339851315737,Andhra Pradesh
Clear,City Road,Afternoon,1,58,10,1,Moderate,Dry,Bus,29,8,Artificial Light,1,14.061067207351583,78.44701963545756,Andhra Pradesh
Clear,City Road,Evening,2,34,10,0,Low,Dry,Car,38,15,Daylight,0,17.16509601254573,80.34623670199213,Telangana
Rainy,Highway,Night,1,120,16,0,Moderate,Wet,Bike,52,28,Artificial Light,1,16.686156830474776,79.97709803797902,Telangana
Foggy,Highway,Afternoon,2,114,5,1,High,Icy,Truck,34,16,Artificial Light,1,15.99450593052152,79.61935279329802,Andhra Pradesh
Clear,City Road,Evening,3,67,13,0,Low,Wet,Bus,48,27,Daylight,0,19.81187446442403,77.25014959692896,Telangana
Foggy,Rural Road,Night,1,114,17,0,Moderate,Wet,Bus,27,8,Daylight,1,15.032098494397266,79.47766532777078,Andhra Pradesh
Rainy,Highway,Evening,1,50,1,0,Low,Icy,Bus,45,21,Daylight,0,18.462058978230154,82.64797789340311,Andhra Pradesh
Clear,Rural Road,Night,1,70,3,0,Moderate,Wet,Bus,66,48,Artificial Light,0,14.21399888205692,77.92195313494538,Andhra Pradesh
Clear,Rural Road,Morning,3,125,10,0,Moderate,Dry,Truck,49,24,Daylight,1,14.05496630509831,79.37881936755569,Andhra Pradesh
Clear,Rural Road,Morning,3,123,13,0,Moderate,Wet,Bike,35,15,Daylight,1,15.857190976636838,80.28845854358799,Telangana
Foggy,Highway,Night,1,118,16,1,High,Wet,Bike,57,36,Daylight,1,17.722989705438398,82.9361099244619,Andhra Pradesh
Rainy,Rural Road,Night,1,51,17,0,Moderate,Wet,Bus,33,10,Artificial Light,1,16.715924896221672,80.74376053711893,Andhra Pradesh
Foggy,City Road,Evening,3,119,5,0,Moderate,Wet,Bike,45,26,Artificial Light,1,18.214637692506447,79.64708016255032,Telangana
Clear,Rural Road,Morning,2,66,17,0,Low,Icy,Bus,21,0,Artificial Light,0,18.843024137396643,79.5957568970185,Telangana
Clear,City Road,Afternoon,1,81,12,0,Low,Wet,Car,42,24,Daylight,0,17.296174356472463,80.59256415909184,Andhra Pradesh
Foggy,Highway,Afternoon,1,53,19,0,Moderate,Dry,Bike,42,22,Artificial Light,0,18.45204031504899,83.55744451679482,Andhra Pradesh
Foggy,Highway,Evening,1,82,5,0,Low,Dry,Bus,44,25,Artificial Light,0,17.675590810132743,83.46553860937424,Andhra Pradesh
Rainy,Rural Road,Evening,2,45,8,0,Low,Dry,Bus,21,1,Artificial Light,0,17.60922478067528,77.28440195962571,Telangana
